id,satker,tahun,id_indikator,penanggungjawab,bulan_target,bulan_realisasi,link_buktidukung,jumlah_dokumen,progres_tw1,progres_tw2,progres_tw3,progres_tw4,progres_th,status_dokumen,komentar_evaluator1,komentar_operator1,rencanaaksi,output,created_by_1,created_at_1,created_by_2,created_at_2,created_by_3,created_at_3,created_by_4,created_at_4,created_by_5,created_at_5
11,1100,2025,18,"goen,nurh",,,https://drive.google.com/drive/folders/1TAboE5lX85HZGOTY5THy34OuY-p-fOD5?usp=drive_link,,,,,,,3,"- Target dan realisasi tiidak tersedia
- Bukti dukung tidak tersedia di Link bukti dukung",,,"Laporan penerapan budaya kerja;

Matriks dampak penerapan perubahan budaya kerja dan pola pikir.",,,,,alfisyah,,,,,
12,1100,2025,19,"goen,nurh",,,https://drive.google.com/drive/folders/1UTTnpeThshg_D4xaQ_MdHMkkz_7ngyfz?usp=drive_link,,,,,,,3,"- Target dan realisasi tiidak tersedia
- Bukti dukung tidak tersedia di Link bukti dukung",,,"Dokumen pakta integritas seluruh pegawai;

Dokumen pelaksanaan rapat Monitoring dan evaluasi ZI triwulanan;

Dokumen yang memuat usulan-usulan anggota dan tindak lanjutnya.",,,,,alfisyah,,,,,
13,1100,2025,22,"meitaj,gunadi.subagia","6,7,8,9,10,11,12","5,6",https://drive.google.com/drive/folders/1_QhcGTPd24iCFIub356FMcUN_T3CBgvy?usp=drive_link,,,,,,,3,"bukti dukung yang di upload belum lengkap 
1.  belum semua SOP yang di upload belum lengkap 
2. Dokumen SOP Inovasi BPS Provinsi/Kabupaten/Kota yang ditandatangani kepala satuan kerja (Satker)",,Seluruh SOP mengacu pada peta proses bisnis,SOP Teknis dan Non Teknis/Administrasi BPS Provinsi/Kabupaten/Kota,,,,,maulidin,,,,,
14,1100,2025,23,"meitaj,gunadi.subagia","1,12",,https://drive.google.com/drive/folders/1QiXQvdTiJVnEqxY9Zc2W8f_j3ymLF0SK?usp=drive_link,,,,,,,3,"Target dan Realisasi belum diisikan dan ada Bukti Dukung yang di Upload belum lengkap
1.  Dokumen monitoring pelaksanaan penerapan 
SOP sesuai Perka BPS Nomor 19 Tahun 2013 
tentang Pedoman Penyusunan Standar 
Operasional Prosedur Administrasi Pemerintah di 
Lingkungan BPS, halaman 47
2. Dokumen SOP Inovasi BPS Provinsi/Kabupaten/Kota yang ditandatangani kepala satuan kerja (Satker).",,Rapat Monitoring Pelaksanaan penerapan SOP,Dokumen monitoring pelaksanaan penerapan SOP,,,,,maulidin,,,,,
15,1100,2025,24,"meitaj,gunadi.subagia","6,7,8,9,10,11,12",,https://drive.google.com/drive/folders/1zZvsHUnUgzGrh1nV86Yy3yhiWsRpVx-C?usp=drive_link,,,,,,,3,"Realisasi belum diisikan ada berkas yang belum di upload
1.  Kertas kerja evaluasi SOP;
  2. Dokumen SOP awal dan SOP perbaikan",,Rapat Evaluasi SOP,"Undangan, Daftar Hadir, notula untuk rapat evaluasi

Kertas kerja evaluasi SOP;

Dokumen SOP awal dan SOP perbaikan.",,,,,maulidin,,,,,
16,1100,2025,26,"meitaj,gunadi.subagia",,,https://drive.google.com/drive/folders/11M5Ha2TzGGMCIgqOs51hRN8ZXQzNCi-g?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Memanfaatkan Sistem pengukuran kinerja unit sudah menggunakan teknologi informasi dan menambah tools baru jika dibutuhkan,"Daftar seluruh penerapan teknologi informasi yang digunakan satker terkait pengukuran kinerja unit (seperti Simonev, FRA, dan atau inovasi lainnya jika ada);

Dokumen Screenshot aplikasi terkait pengukuran kinerja unit dan sudah berjalan (Simonev, FRA, dll) yang dilengkapi dengan narasi penjelasan penggunaan/pemanfaatan aplikasi TI dalam pengukuran kinerja unit;

Inovasi dilengkapi dengan Laporan Pemanfaatan Aplikasi yang berisi latar belakang/alasan pengembangan aplikasi, pemanfaatan aplikasi tersebut (dilengkapi dengan screenshot aplikasi) serta buku pedoman/SOP penggunaan aplikasi.",,,,,maulidin,,,,,
17,1100,2025,27,"meitaj,gunadi.subagia",,,https://drive.google.com/drive/folders/1aL3XoDqa1x-hEH-UKpVST_ZkI7noJgq3?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Membuat daftar seluruh penerapan teknologi informasi yang digunakan terkait operasionalisasi managemen SDM,"Daftar seluruh penerapan teknologi informasi yang digunakan satker terkait operasionalisasi manajemen SDM (Misal SIMPEG dan Sijafung, dan atau inovasi lain jika ada);

Dokumen Screenshot aplikasi terkait operasionalisasi manajemen SDM dan sudah berjalan

Inovasi dilengkapi dengan Laporan Pemanfaatan Aplikasi",,,,,maulidin,,,,,
18,1100,2025,28,"meitaj,gunadi.subagia",,,https://drive.google.com/drive/folders/1P1OpBrXkr_4Mlcg4OMU3_RBbV9iMmI1y?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Membuat daftar seluruh penerapan teknologi informasi terkait pelayanan publik,"Daftar seluruh penerapan teknologi informasi yang digunakan satker terkait pelayanan publik (Misal Website, Romantik, Media Sosial, Layanan Pengaduan, dan atau Inovasi lain jika ada);

Dokumen Screenshot aplikasi terkait pelayanan publik dan sudah berjalan

Inovasi dilengkapi dengan Laporan Pemanfaatan Aplikasi",,,,,maulidin,,,,,
19,1100,2025,29,"meitaj,gunadi.subagia",,1,https://drive.google.com/drive/folders/1992s_tg_WVObyH_WvXPEpko5_oFe55Ag?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Membuat rapat monitoring dan evaluasi terhadap pemanfaatan teknologi informasi dalam pengikuran kinerja,"Laporan monitoring dan evaluasi pemanfaatan TI (triwulanan/semesteran);

Dokumentasi rapat monitoring dan evaluasi pemanfaatan TI.",,,,,maulidin,,,,,
20,1100,2025,31,"meitaj,gunadi.subagia",,,https://drive.google.com/drive/folders/1me1dy8CERX0PvYcKNIK6cp4bhh11dEfk?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Membuat Rapat pembentukan unit pendukung PPID 2025,"SK Unit Pendukung PPID 2025 tiap satker;

Daftar informasi publik satker yang dapat diakses (website satker, Sirup, PPID, dan lain-lain) sesuai Perka Nomor 1 Tahun 2021;

Screenshot media pengelolaan informasi publik satker.",,,,,maulidin,,,,,
21,1100,2025,32,"meitaj,gunadi.subagia",,,https://drive.google.com/drive/folders/1DNt-UVJuJJkrnNNoUMblBoQdyT6ecM_N?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi pelaksanaan ZI serta bukti dukung belum di upload,,Membuat Rapat monitoring dan evaluasi pelaksanaan kebijakan keterbukaan informasi publik,Laporan berkala monitoring dan evaluasi pelaksanaan kebijakan keterbukaan informasi publik dan bukti tindak lanjutnya (triwulanan/semesteran).,,,,,maulidin,,,,,
22,1100,2025,35,"oriza,wahdini","3,10",,https://drive.google.com/drive/folders/1-4msXPEItyFi-XYNmD7HbSccutSUpbR8?usp=drive_link,,,,,,,3,"Bukti dukung yang diupload belum lengkap, yaitu:

1. Dokumen komposisi SDM ABK
2. Notulensi hasil rapat Pembinaan Kepegawaian tentang rencana mutasi, penerimaan/pengadaan pegawai

Note: kolom realisasi belum dicentang",,Rapat Evaluasi ABK,"Dokumen Komposisi SDM ABK;

notula Hasil Rapat Evaluasi ABK",,,,,saiful.ambiya,,,,,
23,1100,2025,36,"oriza,wahdini","5,8",5,https://drive.google.com/drive/folders/1Gx4iuBr9_61d6ArpYevT4GhErP3aOp0i?usp=drive_link,,,,,,,3,"
Dokumen yang diupload belum sesuai",,Melakukan analisis Kebutuhan Pegawai,"Analisis Kebutuhan Pegawai;

Surat Perintah melaksanakan tugas dari kepala unit kerja;

SK Penempatan dan Jabatan.",,,,,saiful.ambiya,,,,,
24,1100,2025,37,"oriza,wahdini",12,,https://drive.google.com/drive/folders/1q5qz4o5vYK7CTwtkpXlMfieU9kCTw08u?usp=drive_link,,,,,,,3,"Belum ada dokumen yang diupload

dokumen yang perlu diupload berupa:

1. Laporan monitoring dengan menampilkan perubahan formasi antara ABK dan Existing pegawai dengan Matriks rekap setahun berapa yang masuk, berapa yang pindah atau rotasi jabatan dst

note: kolom realisasi belum diisi",,Melakukan monitoring dan evaluasi terhadap penempatan pegawai,Laporan Monitoring dan Evaluasi Kinerja Penempatan Pegawai Baru,,,,,saiful.ambiya,,,,,
25,1100,2025,39,"oriza,wahdini","3,6,9,12",,https://drive.google.com/drive/folders/1O18vJbY9iX7uXBZWhPs9ikDSrighv3U0?usp=drive_link,,,,,,,3,"Kolom realisasi pelaksanaan belum diisi, serta
tidak ada dokumen bukti dukung di triwulan I, III, dan IV ",,Rapat BaperJakat terkait pertimbangan Rotasi,notula Rapat                                                           SK Mutasi/Rotasi Internal,,,,,saiful.ambiya,,,,,
26,1100,2025,40,"oriza,wahdini","4,7,10,12",,https://drive.google.com/drive/folders/1qE00Y_7XyoRQreY4B_sRcQaAI3TVCSYY?usp=drive_link,,,,,,,3,"Belum ada dokumen yang diupload.

Dokumen yang diperlukan:
1. Notulensi Rapat BaperJakat yang memuat pertimbangan Rotasi dan pelaksanaan Rotasi telah memperhatikan kompetensi jabatan dan mengikuti pola mutasi yang ditetapkan organisasi dan juga satuan/unit kerja memberikan pertimbangan terkait hal ini;

2. SK Mutasi / Rotasi Internal;

3. Analisis kesenjangan kompetensi seluruh pegawai.

note: kolom realisasi pelaksanaan belum diisi",,Melakukan analisis kesenjangan kompetensi Jabatan Pegawai,Laporan Analisis ,,,,,saiful.ambiya,,,,,
27,1100,2025,41,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/133yjnnghWI2Z6c3Eh1g7rJHGt5nqOL0H?usp=drive_link,,,,,,,3,"1. pada dokumen ""Laporan monev"" tidak terdapat tanggal pada bagian tanda tangan Plt. Kepala BPS Prov. Aceh, agar dapat diketahui tanggal dibuatnya dokumen.
2. kolom realisasi belum diisi",,Melakukan Monitoring dan evaluasi pegawai yang mutasi/rotasi,Laporan monitoring dan evaluasi,,,,,saiful.ambiya,,,,,
28,1100,2025,43,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/1lzw9c1w30I9rD1-qTNIEp54EMCp2D6_v?usp=drive_link,,,,,,,3,"1. tidak terdapat dokumen pada triwulan III dan IV
2. kolom realisasi belum diisi",,Identifikasi Kebutuhan Pendidikan dan Pelatihan Pegawai,Laporan Kebutuhan Pendidikan dan Pelatihan Pegawai,,,,,saiful.ambiya,,,,,
29,1100,2025,44,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/18nJLirxK6Z5KOgzAPVCkyIKDiV1MXSU_?usp=drive_link,,,,,,,3,"Dokumen belum memuat:
1. Analisis kesenjangan kompetensi seluruh
pegawai",,Merencanakan pengembangan kompetisi pegawai berdasarkan kinerja,Analisis kesenjangan kompetensi seluruh pegawai                                                               Rencana pengembangan kompetensi                 Analisa kebutuhan diklat,,,,,saiful.ambiya,,,,,
30,1100,2025,45,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/12ny_lO5gen4lmPZLz8v28BDeOG5KnU-F?usp=drive_link,,,,,,,3,"Belum ada dokumen yang diupload

Dokumen yang perlu diupload berupa:
1. Laporan Analisis Kesenjangan Kompetensi Jabatan Pegawai.
2. kolom realisasi belum diisi",,Identifikasi kesenjangan jabatan,Laporan Analisis Kesenjangan Kompetensi Jabatan Pegawai.,,,,,saiful.ambiya,,,,,
31,1100,2025,46,"oriza,wahdini","1,2,3,4,5,6,7,8,9,10,11,12",,https://drive.google.com/drive/folders/1lY9V9Sjk7puhtR9c9Mkcw8DquStYoiBy?usp=drive_link,,,,,,,3,"Dokumen yang diupload masih belum lengkap:
1. link bukti sertifikat dan undangan kegiatan diklat pegawai
2. kolom realisasi belum diisi",,Rekap data pegawai yang telah melakukan pelatihan,Rekapitulasi data pegawai berdasarkan pelatihan yang diikuti                                                  Bukti serfitikat,,,,,saiful.ambiya,,,,,
32,1100,2025,47,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/13h-RxQGwPUak_4HdtU1v33P6yLRGba8n?usp=drive_link,,,,,,,3,"Belum ada dokumen yang diupload.

dokumen yang diperlukan:
1. Laporan pelaksanaan Pelatihan/Diklat/Bimtek/Capacity building yang diselenggarakan oleh unit/satuan kerja terkait atau bukti usulan unit/satuan kerja perihal pengikutsertaan pegawai pada Pelatihan/Diklat/Bimtek/Capacity building
2. kolom realisasi belum diisi",,Melakukan pelatihan,Laporan pelaksanaan pelatihan,,,,,saiful.ambiya,,,,,
33,1100,2025,48,"oriza,wahdini","7,12",,https://drive.google.com/drive/folders/1SUTDV3z8PaYdeQjElTDZFUa7IwyJHFuI?usp=drive_link,,,,,,,3,"Belum ada dokumen yang diupload.

dokumen yang diperlukan:
1. Laporan monitoring berupa matriks rekap jumlah Pelatihan/Diklat/Bimtek/Capacity building/Coaching selama periode 1 tahun serta evaluasi peningkatan kinerja.
2. kolom realisasi belum diisi",,Monitoring dan evaluasi hasil pengembangan kompetensi,Laporan hasil monitoring dan evaluasi,,,,,saiful.ambiya,,,,,
34,1100,2025,50,"oriza,wahdini",1,,https://drive.google.com/drive/folders/17blRWt-vSvuDTivOOdz7o2ZbZn-R021x?usp=drive_link,,,,,,,3,"Belum ada dokumen:
1. SKP bulanan pegawai
2. Dokumen penjelasan cascading indikator kinerja
 Serta tidak ada target dan realisasi",,Melakukan Cascading Indikator Kinerja              Memastikan seluruh pegawai telah mengisi KIPAPP,"Dokumen SKP bulanan seluruh pegawai dari KipApp;

Seluruh dokumen Matriks Peran Hasil (MPH) dari aplikasi Kipapp yang ditandatangani pimpinan;

Dokumen penjelasan cascading indikator kinerja mulai dari Visi, misi, PK sampai IKI.",,,,,saiful.ambiya,,,,,
35,1100,2025,51,"oriza,wahdini",,,https://drive.google.com/drive/folders/148vyUl_QXqff6sNouumzFwDaK0wcqgsq?usp=drive_link,,,,,,,3,Tidak ada target dan realisasi,,Pastikan seluruh pegawai mengisi KIPAPP,Seluruh dokumen Matriks Peran Hasil (MPH) dari aplikasi Kipapp yang ditandatangani pimpinan.,,,,,saiful.ambiya,,,,,
36,1100,2025,52,"oriza,wahdini","1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4",https://drive.google.com/drive/folders/10mhJfnipNHNp8HxaE3Z6YXPKXu2rX_7J?usp=drive_link,,,,,,,3,1. Perlu dilengkapi dokumen SKP bulan Juli s/d Desember,,Pastikan seluruh pegawai mengisi KIPAPP,Dokumen SKP bulanan seluruh pegawai dari KipApp.,,,,,saiful.ambiya,,,,,
37,1100,2025,53,"oriza,wahdini","4,7,10,12",4,https://drive.google.com/drive/folders/1diz0fHV_N4Pl23W3fBx8RZDUKKPx-CWU?usp=drive_link,,,,,,,3,"1. belum ada dokumen pada triwulan III dan IV
",,Menyusun kertas kerja penilaian pegawai sebagai dasar pemberian reward,"Dokumen mekanisme pemberian reward pegawai (misalnya, Employee of the month);

Kertas kerja pemberian reward;

Bukti reward (misalkan: sertifikat, dll).",,,,,saiful.ambiya,,,,,
38,1100,2025,55,"oriza,wahdini","4,7,10,12",4,https://drive.google.com/drive/folders/1Nzzmt7GSEyunUyra0BggnNm-nwQUz39g?usp=drive_link,,,,,,,3,"dokumen yang diupload belum lengkap : 
1. Laporan penegakan hukum (berbentuk laporan) 
2. Dokumen inovasi terkait aturan disiplin",,Monitoring Disiplin pegawai                                          Membuat inovasi kode etik/perilaku,"Laporan penegakan hukuman atas pelanggaran aturan disiplin/kode etik/kode perilaku;

Dokumen inovasi terkait aturan disiplin/kode etik/kode perilaku.",,,,,saiful.ambiya,,,,,
39,1100,2025,57,"oriza,wahdini","1,2,3,4,5,6,7,8,9,10,11,12",,https://drive.google.com/drive/folders/1CvGHurnBUFDV059TmrkoeTxdsj7zCTWq?usp=drive_link,,,,,,,3,"1. belum ada dokumen Laporan pemutakhiran data informasi kepegawaian pada triwulan III dan IV 
2. Dokumen Entri Data Rekap Aktivitas hasurnya diunduh dari SIMPEG
3. kolom realisasi belum diisi",,Update data SIMPEG,"Laporan pemutakhiran data informasi kepegawaian yang ditandatangani oleh pimpinan;

Dokumen Entri Data Rekap Aktivitas dari SIMPEG",,,,,saiful.ambiya,,,,,
40,1100,2025,60,"pulungan,thariana.ayu",1,1,https://drive.google.com/drive/folders/1FFcBByOBL5TIoqinoUh3qqOTFOHlRSlz?usp=drive_link,,,,,,,3,Tambah foto kegiatan rapat PK,,Rapat penyusunan perencanaan Kinerja dan anggaran yang dipimpin oleh Kepala BPS Provinsi Aceh,"Undangan, notula, daftar hadir, foto rapat perencanaan kegiatan dan anggaran (Ada pimpinan)

Dokumen perencanaan kegiatan dan anggaran (PK 2025, RKA 2025, DIPA Awal 2025, POK Awal 2025)

Dokumen daftar link PK 2025 yang diupload di PPID",,,,,zukhra,,,,,
41,1100,2025,61,"pulungan,thariana.ayu",1,1,https://drive.google.com/drive/folders/1wTffGS3mYNDetXUrTSuc8LZy-ExODh3Y?usp=drive_link,,,,,,,3,Tambah foto kegiatan rapat PK,,Rapat penetapan kinerja tahun 2025 yang dipimpin  oleh Kepala BPS Provinsi Aceh,"Undangan, notula disertai kertas kerja dasar hitung dalam penentuan target kinerja, daftar hadir, dan foto rapat penyusunan penetapan kinerja

Dokumen PK 2025 yang diTTD pimpinan

Seluruh Dokumen MPH 2025 dari aplikasi KIPAPP (semua Tim) yang diTTD pimpinan

Dokumen daftar link PK 2025 yang diupload di PPID",,,,,zukhra,,,,,
42,1100,2025,62,"pulungan,thariana.ayu","4,7,10,12","4,7,10,12",https://drive.google.com/drive/folders/1DH3egrn7MJK8OU26ZkYClIil62RXcbxz?usp=drive_link,,,,,,,3,Sesuai,,Rapat evaluasi kinerja triwulanan,"Undangan, notula (disertai kendala, solusi, tindak lanjut, PIC tindak lanjut, dan batas waktu tindak lanjut), daftar hadir, foto rapat monitoring capaian kinerja (FRA triwulanan), sesuai pada Simonev",,,,,zukhra,,,,,
43,1100,2025,64,"pulungan,thariana.ayu",12,12,https://drive.google.com/drive/folders/1XRk-Qnv454crmpEWM7ahVh1aKTVF2uXD?usp=drive_link,,,,,,,3,Sesuai,,Menyusun dokumen Rencana Strategis BPS Provinsi Aceh 2025-2029,"Dokumen Renstra 2025–2029 yang diTTD pimpinan (Sementara Perka IKU 2025-2029)

Dokumen PK 2025 yang diTTD pimpinan

Dokumen daftar link Renstra 2025–2029 dan PK 2025 yang diupload di PPID",,,,,zukhra,,,,,
44,1100,2025,65,"pulungan,thariana.ayu",1,1,https://drive.google.com/drive/folders/1iY0fxw3W0qw1wDia_ZpAilS2lxpoPdlw?usp=drive_link,,,,,,,3,Sesuai,,Menyusun dokumen Penetapan Kinerja Tahun 2025,"Dokumen PK 2025 yang diTTD pimpinan

Seluruh Dokumen MPH 2025 dari aplikasi KIPAPP (semua Tim) yang diTTD pimpinan

Dokumen daftar link PK 2025 yang diupload di PPID",,,,,zukhra,,,,,
45,1100,2025,66,"pulungan,thariana.ayu",12,12,https://drive.google.com/drive/folders/1k_iuecJBoZDr0tJnnnDLA-bwizAguf4N?usp=drive_link,,,,,,,3,Sesuai,,Menyusun dokumen Indikator Kinerja Utama (IKU) BPS Provinsi Aceh 2025-2029,"Dokumen Peraturan Kepala BPS terkait IKU di Lingkungan BPS Tahun 2025-2029

Surat terkait Penyusunan PK 2025",,,,,zukhra,,,,,
46,1100,2025,67,"pulungan,thariana.ayu",12,12,https://drive.google.com/drive/folders/1HBL8C5vFmxUX2y8mz5BQ6lk0hDWMgWfo?usp=drive_link,,,,,,,3,LAKIN 2025 final per 27 Februar 2025,,Menyusun dokumen Laporan Kinerja BPS Provinsi Aceh Tahun 2025,"Dokumen LAKIN 2025 yang diTTD pimpinan (disusun awal 2026)

Dokumen daftar link LAKIN 2025 yang diupload di PPID",,,,,zukhra,,,,,
47,1100,2025,68,"pulungan,thariana.ayu",12,12,https://drive.google.com/drive/folders/12HJJJTFBHhKNnGXIFppm7mfrvCocqtLU?usp=drive_link,,,,,,,3,LAKIN 2025 final per 27 Februar 2025,,Menyusun dokumen Laporan Kinerja BPS Provinsi Aceh Tahun 2025 secara tepat waktu,"Dokumen LAKIN 2025 yang diTTD pimpinan

Dokumen daftar link LAKIN 2025 yang diupload di PPID

Screenshot bukti unggah LAKIN 2025 tepat waktu",,,,,zukhra,,,,,
48,1100,2025,69,"pulungan,thariana.ayu",12,12,https://drive.google.com/drive/folders/1d_Bjn9HVUSZnVTm_OCBu3l9RYbYxc3gZ?usp=drive_link,,,,,,,3,LAKIN 2025 final per 27 Februar 2025,,Menyusun dokumen Laporan Kinerja BPS Provinsi Aceh Tahun 2025 secara tepat waktu,"Dokumen LAKIN 2025 yang diTTD pimpinan

Dokumen daftar link LAKIN 2025 yang diupload di PPID",,,,,zukhra,,,,,
